customerid,city,zip_code,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,tenure_group,avg_monthly_usage,payment_risk,customer_value_segment,total_services
3255-GRXMG,Playa Del Rey,90293,33.947305,-118.439841,Male,No,No,Yes,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.65,747.2,No,0,75,4403,1-2 Years,41.51111111111111,Low Risk,Silver,2
4828-FAZPK,Inglewood,90301,33.956445,-118.358634,Female,No,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.95,1267.95,No,0,65,3855,1-2 Years,79.246875,Low Risk,Silver,4
6094-ZIVKX,Inglewood,90302,33.975332,-118.355252,Female,No,No,No,68,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),54.45,3674.95,No,0,45,6309,4+ Years,54.04338235294117,Low Risk,Platinum,4
6925-BAYGL,Inglewood,90303,33.936291,-118.332639,Female,Yes,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1275.6,No,0,70,5295,4+ Years,24.067924528301884,Low Risk,Gold,2
3262-EIDHV,Inglewood,90304,33.936827,-118.359824,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.7,5893.9,No,0,49,6375,4+ Years,81.85972222222222,Low Risk,Platinum,8
7354-OIJLX,Inglewood,90305,33.958134,-118.330905,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,No,0,70,5212,0-1 Year,80.51666666666667,High Risk,Gold,3
1376-HHBDV,Santa Monica,90401,34.015481,-118.493231,Female,No,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,1536.75,No,0,71,4864,2-4 Years,51.225,Medium Risk,Gold,3
6133-OZILE,Santa Monica,90403,34.031529,-118.491156,Female,No,No,No,18,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,607.3,No,0,32,5381,1-2 Years,33.73888888888889,High Risk,Platinum,3
4135-FRWKJ,Santa Monica,90404,34.026334,-118.474222,Female,Yes,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.25,4154.55,No,0,42,4319,4+ Years,75.53727272727274,High Risk,Silver,7
6551-ZCOTS,Torrance,90503,33.840399,-118.353714,Male,Yes,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,847.8,No,0,52,5756,2-4 Years,25.690909090909088,Low Risk,Platinum,2
7191-ADRGF,Torrance,90504,33.867257,-118.330794,Male,No,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,No,0,64,3222,2-4 Years,54.32840909090908,Low Risk,Bronze,5
5018-LXQQG,Torrance,90505,33.807882,-118.347957,Female,No,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,No,0,80,4631,2-4 Years,64.11666666666666,Low Risk,Gold,5
6892-BOGQE,Whittier,90601,34.007353,-118.033683,Female,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1493.2,No,0,53,4030,4+ Years,21.03098591549296,Low Risk,Silver,1
1746-TGTWV,Whittier,90604,33.929704,-118.01208,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,No,0,70,3514,0-1 Year,75.35,Low Risk,Silver,3
5995-SNNEW,Whittier,90605,33.960891,-118.032222,Male,Yes,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,No,0,37,5883,1-2 Years,94.99347826086957,High Risk,Platinum,7
8050-WYBND,Whittier,90606,33.976678,-118.065875,Female,No,No,Yes,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,1031.4,No,0,28,5941,1-2 Years,46.88181818181818,Low Risk,Platinum,4
2821-WARNZ,Buena Park,90620,33.845706,-118.012204,Female,No,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,921.3,No,0,34,4170,4+ Years,18.802040816326528,Low Risk,Silver,1
4879-GZLFH,Buena Park,90621,33.874224,-117.993368,Female,No,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,3875.4,No,0,33,5697,2-4 Years,92.27142857142857,High Risk,Platinum,5
8314-HTWVE,Cypress,90630,33.818477,-118.038307,Female,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,No,0,60,3973,0-1 Year,20.592857142857145,Medium Risk,Silver,1
9402-ROUMJ,La Habra,90631,33.940619,-117.9513,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689.0,No,0,64,5588,4+ Years,99.83582089552239,Low Risk,Platinum,7
2507-QZPQS,La Mirada,90638,33.902045,-118.008961,Male,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,1451.1,No,0,23,4999,1-2 Years,96.74,High Risk,Gold,6
7159-NOKYQ,Montebello,90640,34.015217,-118.109962,Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,No,0,59,4001,4+ Years,95.04776119402985,High Risk,Silver,6
5707-ZMDJP,Norwalk,90650,33.905963,-118.08263,Male,No,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,No,0,27,4590,4+ Years,70.36981132075472,Medium Risk,Gold,6
8779-YIQQA,Pico Rivera,90660,33.989524,-118.089299,Male,No,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,350.1,No,0,47,3243,1-2 Years,16.67142857142857,Medium Risk,Bronze,1
7136-IHZJA,Santa Fe Springs,90670,33.933565,-118.062611,Female,No,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,No,0,43,5807,2-4 Years,71.17999999999999,Medium Risk,Platinum,6
8966-OIQHG,Stanton,90680,33.801869,-117.995068,Female,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,452.35,No,0,59,2258,1-2 Years,20.561363636363637,Low Risk,Bronze,1
7074-STDCN,Artesia,90701,33.867593,-118.080637,Male,No,No,No,39,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,1494.5,No,0,58,4436,2-4 Years,38.32051282051282,High Risk,Silver,3
8739-QOTTN,Avalon,90704,33.391181,-118.421305,Female,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,41.85,No,0,74,5761,0-1 Year,20.925,Medium Risk,Platinum,1
1399-OUPJN,Bellflower,90706,33.887676,-118.127289,Female,No,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,No,0,80,4235,4+ Years,22.316666666666666,Low Risk,Silver,1
0277-BKSQP,Harbor City,90710,33.798266,-118.300237,Male,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,No,0,62,4854,0-1 Year,59.3875,High Risk,Gold,3
5774-XZTQC,Lakewood,90715,33.841027,-118.078097,Female,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,No,0,75,4484,0-1 Year,21.535714285714285,Medium Risk,Silver,1
2676-SSLTO,Hawaiian Gardens,90716,33.830431,-118.074071,Male,No,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,No,0,33,6138,4+ Years,65.28571428571429,Low Risk,Platinum,5
6266-QHOJZ,Lomita,90717,33.794209,-118.317354,Female,No,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,5844.65,No,0,77,6421,4+ Years,89.9176923076923,High Risk,Platinum,6
7269-JISCY,Los Alamitos,90720,33.79499,-118.065591,Female,No,No,No,55,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,No,0,39,4055,4+ Years,44.77454545454545,Low Risk,Silver,2
0363-SVHYR,Paramount,90723,33.897122,-118.164432,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,No,0,60,6452,4+ Years,88.22253521126761,Low Risk,Platinum,9
8547-NSBBO,San Pedro,90731,33.736387,-118.284363,Male,No,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,3403.4,No,0,37,5154,2-4 Years,97.24000000000001,Medium Risk,Gold,7
6591-QGOYB,Surfside,90743,33.728273,-118.085304,Male,No,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,No,0,25,2754,1-2 Years,98.35882352941177,Low Risk,Bronze,8
9070-BCKQP,Wilmington,90744,33.782068,-118.262263,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,No,0,21,4498,4+ Years,109.46111111111111,Low Risk,Silver,8
6421-SZVEM,Carson,90745,33.822295,-118.26411,Female,No,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,No,0,75,5802,2-4 Years,82.88571428571429,Low Risk,Platinum,4
1328-EUZHC,Carson,90746,33.859171,-118.252272,Female,No,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,370.5,No,0,30,4329,1-2 Years,20.583333333333332,Medium Risk,Silver,1
8878-RYUKI,Long Beach,90803,33.760458,-118.129725,Female,No,No,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,No,0,40,6107,4+ Years,58.5326923076923,High Risk,Platinum,4
9633-DENPU,Long Beach,90804,33.783047,-118.1486,Female,No,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,No,0,33,2613,2-4 Years,57.94468085106383,Low Risk,Bronze,4
7811-JIVPF,Long Beach,90805,33.864622,-118.179626,Female,No,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,No,0,47,4790,1-2 Years,47.01086956521739,Low Risk,Gold,3
7113-HIPFI,Long Beach,90806,33.802664,-118.179971,Male,No,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,No,0,53,5500,4+ Years,62.07651515151515,Medium Risk,Platinum,6
8541-QVFKM,Long Beach,90807,33.830099,-118.182239,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,No,0,61,5777,0-1 Year,79.025,High Risk,Platinum,3
9258-CNWAC,Long Beach,90813,33.781086,-118.199049,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,No,0,27,6208,4+ Years,115.02535211267606,Low Risk,Platinum,9
5371-VYLSX,Long Beach,90814,33.771612,-118.143866,Female,Yes,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,No,0,68,4977,4+ Years,82.274,High Risk,Gold,5
6374-AFWOX,Long Beach,90815,33.797638,-118.11662,Male,No,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,No,0,79,2680,2-4 Years,66.24239130434783,Medium Risk,Bronze,6
5317-FLPJF,Altadena,91001,34.196837,-118.142236,Female,No,No,No,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,No,0,67,4824,4+ Years,63.53636363636363,Low Risk,Gold,6
7621-VPNET,Arcadia,91006,34.137319,-118.029837,Female,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,No,0,25,2219,2-4 Years,88.80357142857143,Low Risk,Bronze,5
6034-YMTOB,Arcadia,91007,34.128284,-118.047732,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,No,0,40,2296,0-1 Year,79.89,Medium Risk,Bronze,3
4903-CNOZC,La Canada Flintridge,91011,34.234912,-118.153729,Male,No,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,No,0,29,2064,2-4 Years,67.7448275862069,Low Risk,Bronze,6
4353-HYOJD,Monrovia,91016,34.1528,-118.000482,Female,No,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,No,0,75,5580,2-4 Years,49.48703703703704,Medium Risk,Platinum,3
7267-FRMJW,Sierra Madre,91024,34.168686,-118.057505,Female,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,No,0,46,5306,2-4 Years,19.442,Medium Risk,Gold,1
4188-FRABG,Sunland,91040,34.282704,-118.312929,Male,No,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,No,0,22,5586,4+ Years,103.96052631578948,High Risk,Platinum,8
4128-ETESU,Pasadena,91101,34.146635,-118.139225,Female,Yes,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,No,0,67,4787,2-4 Years,101.00425531914894,High Risk,Gold,6
0620-DLSLK,Pasadena,91103,34.167465,-118.165327,Female,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,No,0,71,2054,1-2 Years,79.14615384615385,Medium Risk,Bronze,3
3850-OKINF,Pasadena,91106,34.139402,-118.128658,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,No,0,62,4756,4+ Years,66.09225352112676,High Risk,Gold,5
1156-ZFYDO,Glendale,91201,34.17051,-118.289463,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,No,0,38,3666,0-1 Year,19.75,High Risk,Silver,1
3295-YVUSR,Glendale,91202,34.167926,-118.267539,Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,No,0,47,5098,0-1 Year,77.15,Medium Risk,Gold,3
8016-NCFVO,Glendale,91203,34.153338,-118.262974,Male,Yes,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,No,0,58,4222,4+ Years,116.04636363636364,High Risk,Silver,9
4119-ZYPZY,Glendale,91204,34.136306,-118.26036,Male,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,No,0,28,6423,4+ Years,107.36901408450704,High Risk,Platinum,7
5549-ZGHFB,Glendale,91205,34.13658,-118.245839,Male,No,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,No,0,57,6019,4+ Years,25.229,Medium Risk,Platinum,2
7577-SWIFR,Glendale,91206,34.162515,-118.203869,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,No,0,28,5579,0-1 Year,89.25,High Risk,Platinum,4
0303-WMMRN,Glendale,91207,34.182378,-118.262922,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,No,0,27,3056,0-1 Year,17.21,Medium Risk,Bronze,1
6408-OTUBZ,Glendale,91208,34.195386,-118.238508,Female,No,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,No,0,53,4494,4+ Years,102.7128787878788,Low Risk,Silver,8
5204-HMGYF,La Crescenta,91214,34.239636,-118.245259,Female,No,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,No,0,68,4567,4+ Years,88.6734693877551,Medium Risk,Gold,8
1078-TDCRN,Agoura Hills,91301,34.129058,-118.759788,Female,Yes,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,No,0,27,4133,0-1 Year,27.616666666666664,High Risk,Silver,2
3727-OVPRY,Calabasas,91302,34.130861,-118.68346,Male,No,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,No,0,43,5517,4+ Years,25.9780303030303,Low Risk,Platinum,2
3797-FKOGQ,Canoga Park,91303,34.19829,-118.602203,Male,No,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,No,0,41,3157,0-1 Year,81.2,High Risk,Bronze,4
7622-NXQZR,Canoga Park,91304,34.224377,-118.632656,Male,No,No,No,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,No,0,31,2653,2-4 Years,28.958928571428572,Low Risk,Bronze,2
6196-HBOBZ,Winnetka,91306,34.209532,-118.577563,Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,No,0,80,6300,4+ Years,97.65461538461538,High Risk,Platinum,7
3970-XGJDU,West Hills,91307,34.199787,-118.68493,Female,No,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,No,0,64,4937,4+ Years,18.123387096774195,Low Risk,Gold,1
7017-VFULY,Chatsworth,91311,34.294142,-118.603883,Female,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,No,0,26,4158,0-1 Year,21.575,Low Risk,Silver,1
5562-YJQGT,Encino,91316,34.150354,-118.518292,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,No,0,40,3746,0-1 Year,17.55,Low Risk,Silver,1
8807-OPMBM,Newbury Park,91320,34.172071,-118.946262,Female,No,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388.0,No,0,42,4466,4+ Years,25.236363636363638,Low Risk,Silver,2
5439-WIKXB,Newhall,91321,34.370378,-118.504118,Male,Yes,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,No,0,45,4914,2-4 Years,93.93780487804878,High Risk,Gold,5
8294-UIMBA,Northridge,91325,34.236683,-118.517588,Female,No,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,No,0,68,4584,2-4 Years,87.93666666666667,Low Risk,Gold,5
8109-YUOHE,Porter Ranch,91326,34.281911,-118.556218,Male,No,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,946.95,No,0,56,5025,1-2 Years,55.70294117647059,Medium Risk,Gold,4
5840-NVDCG,Pacoima,91331,34.255442,-118.421314,Female,No,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,No,0,43,3559,1-2 Years,69.678125,Low Risk,Silver,6
8092-NLTGF,Reseda,91335,34.200175,-118.540958,Male,No,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,No,0,35,5398,4+ Years,24.688888888888886,Low Risk,Platinum,2
5928-QLDHB,San Fernando,91340,34.286131,-118.435969,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85,No,0,62,2062,0-1 Year,76.09444444444445,High Risk,Bronze,3
9840-EFJQB,Sylmar,91342,34.321621,-118.399841,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,74.35,No,0,80,4237,0-1 Year,74.35,High Risk,Silver,3
0696-UKTOX,North Hills,91343,34.238802,-118.482296,Male,No,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,1312.45,No,0,80,2496,1-2 Years,57.06304347826087,High Risk,Bronze,4
4801-KFYKL,Granada Hills,91344,34.291273,-118.505104,Male,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,159.2,No,0,20,4119,0-1 Year,19.9,Low Risk,Silver,1
3472-OAOOR,Mission Hills,91345,34.266389,-118.459744,Male,No,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,610.2,No,0,79,3422,1-2 Years,32.11578947368421,Medium Risk,Bronze,3
6135-OZQVA,Santa Clarita,91350,34.502432,-118.41459,Female,No,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,No,0,51,4389,0-1 Year,57.76428571428572,High Risk,Silver,4
2252-JHJGE,Sun Valley,91352,34.231053,-118.338307,Male,No,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,No,0,22,4344,4+ Years,104.31885245901638,High Risk,Silver,7
